car_id,price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Trim,Drivetrain,Seats,Number of Cylinders,Horse Power,Registered city
fEBMLBkttIi1AE9YxY1v2lFz,4680000,Petrol,Automatic,Toyota,Matrix,2009,White,Foreign Used,440220.0,2400.0,Imported,Imported,Hatchback,Hatchback FWD (1.8L 4cyl 5M),Front Wheel,5.0,4.0,132.0,
umqZrbusLwmMfJfUhSazQ0tu,5408000,Petrol,Automatic,Toyota,Sienna,2007,White,Foreign Used,326148.0,3500.0,Imported,Imported,,,,,,,
Bb77ydOClQhMRoO12oLRTAF2,4410000,Petrol,Automatic,Ford,Sport Trac,2007,Blue,Nigerian Used,241016.0,4000.0,Registered,Registered,,,,,,,
pbzj4eIAwwsh59Bhio5CX95G,4160000,Petrol,Automatic,Lexus,ES,2005,Gold,Foreign Used,158940.0,3300.0,Imported,Imported,Sedan,330,Front,5.0,6.0,,
9ScRVVtbUOF3wRryCMqh3UsT,3536000,Petrol,Automatic,Toyota,Matrix,2005,Black,Foreign Used,318227.0,1800.0,Imported,Imported,Hatchback,Hatchback AWD (1.8L 4cyl 4A),All Wheel,5.0,4.0,123.0,
bkE18IGtLwy6WITBdP2f7xmS,6090000,Petrol,Automatic,Mercedes-Benz,GL-Class,2007,Blue,Foreign Used,235543.0,4700.0,Imported,Imported,SUV,,,,,,
wruwSBd1b6joWhoyRtMr6I0r,5880000,Petrol,Automatic,Toyota,Camry,2012,Red,Foreign Used,276388.0,2500.0,Imported,Imported,Sedan,SE 4dr Sedan (2.5L 4cyl 6A),Front,5.0,4.0,178.0,
xnjOlXTMvx3i5QzX58B8R32a,4042500,Petrol,Automatic,Toyota,Camry,2012,Black,Nigerian Used,120211.0,2500.0,Registered,Registered,,,,,,,
2OiTmyJbog7BATfAucDzJiKZ,9975000,Petrol,Automatic,Toyota,Land Cruiser,2004,Black,Nigerian Used,133877.0,4700.0,Registered,Registered,SUV,,,,,,LAGOS
lle0V5OZR9dYQfUuWkkDZUr7,4160000,Petrol,Automatic,Acura,MDX,2008,Black,Nigerian Used,93672.0,3700.0,Registered,Imported,SUV,,,,,,LAGOS
bgTDOyGkG08WfI23CXasUFeH,14700000,Petrol,Automatic,Mercedes-Benz,GL-Class,2013,Gray,Foreign Used,255241.0,4700.0,Imported,Imported,SUV,GL 450,,,,362.0,
oHU2t9RolyldJjyXP3hrGrhD,9975000,Petrol,Automatic,Toyota,Venza,2014,Beige,Foreign Used,86051.0,2700.0,Imported,Imported,SUV,,,,,,
xDCsmT4WqG9gO2Z1yStnBbiU,7800000,Petrol,Automatic,Toyota,Camry,2012,White,Foreign Used,138794.0,2500.0,Imported,Imported,Sedan,XLE 4dr Sedan (2.5L 4cyl 6A),Front,5.0,4.0,178.0,
mlDujRxmxK6sXfgmXUdHZOPq,3120000,Petrol,Automatic,Toyota,Camry,2007,Silver,Nigerian Used,225137.0,2400.0,Registered,Imported,,,,,,,
kyweCFu34DdMAczUfEJX50EV,5512000,Petrol,Automatic,Toyota,Camry,2010,Blue,Foreign Used,201585.0,,Imported,Imported,,,,,,,
3j82xpcPOQZT0NGdS55FggIC,15750000,Petrol,Automatic,Hyundai,Sonata,2020,Gray,Nigerian Used,15637.0,2500.0,Registered,Registered,Sedan,SEL,Front Wheel,5.0,4.0,136.0,Abuja
bgS43iQCvoC1F9VJMSz968u9,3224000,Petrol,Automatic,Toyota,Camry,2004,White,Foreign Used,369013.0,3000.0,Imported,Imported,,,,,,,
sKQAqpJ4bfMLCJQqumhQF6sf,5250000,Petrol,Manual,Toyota,Land Cruiser Prado,2008,Black,Nigerian Used,192365.0,2700.0,Registered,Brand new,SUV,,,,,,LAGOS
muzWHNQztTS58U8AU3QHfacx,6136000,Petrol,Automatic,Lexus,RX 350,2009,Gray,Nigerian Used,196796.0,3500.0,Registered,Imported,SUV,,,,,,LAGOS
eMx5cK6MCefmPvgV4PHTmen0,4368000,Hybrid,Automatic,Toyota,Camry,2007,Silver,Foreign Used,229969.0,2400.0,Imported,Imported,Sedan,2.3 Hybrid,Front,5.0,,158.0,
mjSRVEAM8fyy39o0B1UQAxRJ,3640000,Petrol,Automatic,Toyota,RAV4,2009,Silver,Nigerian Used,159453.0,3500.0,Registered,Imported,SUV,Sport V6 4x4,All Wheel,5.0,6.0,269.0,RIVERS
Cy4ima74cIsBX1akvFkNtuJV,3120000,Petrol,Automatic,Toyota,Camry,2008,Gold,Nigerian Used,236366.0,2400.0,Registered,Imported,,2.4 CE Automatic,Front,5.0,,158.0,LAGOS
1uCIONN6me5mVJIqqWV1GMgs,3360000,Petrol,Automatic,Hyundai,Sonata,2012,Gray,Nigerian Used,90279.0,2400.0,Registered,Registered,,,,,,,Lagos
fLmWzj8pqJsT29nybVq7Ml3k,3360000,Petrol,Automatic,Toyota,Camry,2008,Gray,Foreign Used,498364.0,2400.0,Imported,Imported,,,,,,,
uio3SUJDYF0ce2DWjUVPwqby,7176000,Petrol,Automatic,Toyota,Corolla,2014,Red,Foreign Used,138934.0,1800.0,Imported,Imported,,,,,,,
BXvLlSkuXcq3iVmt5GO7wFbn,4680000,Petrol,Automatic,Lexus,RX 350,2009,Gray,Nigerian Used,104665.0,3500.0,Registered,Imported,SUV,,,,,,
xbqWv9UO9KQ6EormrW0iiKtV,3536000,Petrol,Automatic,Toyota,Camry,2005,Gray,Foreign Used,252344.0,2400.0,Imported,Imported,,,,,,,
pO0uIXxVYveeiHkEpK1LHeRk,11550000,Petrol,Automatic,Mercedes-Benz,M Class,2012,Gold,Foreign Used,164703.0,3500.0,Imported,Imported,SUV,ML 350 BlueTEC 4Matic,All Wheel,5.0,6.0,240.0,
hqokQXxhe3fBBWsSeRZfczMy,31200000,Petrol,Automatic,Mercedes-Benz,GLE-Class,2017,White,Nigerian Used,116658.0,3500.0,Registered,Imported,SUV,,,,,,
bqXZJMM2EWGW0EYoSnUdGsL7,3675000,Petrol,Automatic,Mercedes-Benz,C350,2008,Black,Nigerian Used,163311.0,3500.0,Registered,Registered,,,,,,,
kSYic5e00Vd9DeIWjPqN3yZg,4160000,Petrol,Automatic,Mercedes-Benz,C300,2008,Gray,Nigerian Used,229678.0,3000.0,Registered,Imported,,,,,,,Abuja
be8LvRA5hwXrYWGVfhex5qja,5260000,Petrol,Automatic,Toyota,Highlander,2008,Black,Nigerian Used,273162.0,3500.0,Registered,Registered,SUV,,,,,,
me245KmmfEt0wR7347BZzk76,3360000,Petrol,Automatic,Hyundai,Sonata,2011,Silver,Nigerian Used,130052.0,2400.0,Registered,Registered,,,,,,,
iA5dFJzpMozQPCMX4p99XVwU,5096000,Petrol,Automatic,Toyota,Sienna,2009,Silver,Foreign Used,179838.0,3500.0,Imported,Imported,,,,,,,
ri9mHc9uKTRLGAnGv6aiWswK,3640000,Petrol,Automatic,Toyota,Camry,2010,Gold,Nigerian Used,169502.0,2500.0,Registered,Imported,,,,,,,LAGOS
hxWXIXGF2Gns5xJcjldEdutH,4680000,Petrol,Automatic,Mercedes-Benz,CLS,2007,Silver,Nigerian Used,124512.0,5500.0,Registered,Imported,,,,,,,LAGOS
m7GCqdNJwSIHO5eYvNm5kZxv,3328000,Petrol,Automatic,Toyota,Camry,2009,Gray,Nigerian Used,156522.0,2400.0,Registered,Registered,,,,,,,
divvnnm8ZKowe07shWHFp4Eb,4784000,Petrol,Automatic,Toyota,Camry,2011,Red,Foreign Used,170067.0,2500.0,Imported,Imported,,,,,,,
xrAT70OrkN969i6r5Q7ewVSo,3150000,Petrol,Automatic,Ford,Expedition,2004,Black,Foreign Used,286840.0,5400.0,Imported,Imported,SUV,,,,,,
alnkF53aBkVunOquW48y6RuY,3536000,Petrol,Automatic,Toyota,Corolla,2009,Gold,Nigerian Used,87059.0,1800.0,Registered,Registered,,,,,,,ABUJA
qb0NQEsnCHWFPLDiSxh5A1O2,4888000,Petrol,Automatic,Mercedes-Benz,GL-Class,2007,Red,Nigerian Used,30253.0,40000.0,Registered,Registered,SUV,,,,,,NASARAWA
3sFBK9sSMj78FLyd8PAKUE1I,5200000,Petrol,Automatic,Toyota,Corolla,2010,Silver,Foreign Used,179016.0,1800.0,Imported,Imported,,,,,,,
7B1mTWZcnVyBbgyInnSm3UB,3675000,Petrol,Automatic,Mercedes-Benz,C300,2011,Blue,Nigerian Used,116742.0,3500.0,Registered,Imported,,,,,,,
fw0evnDY14v67rPU74Qsy22K,8008000,Petrol,Automatic,Toyota,Sienna,2011,Green,Foreign Used,106153.0,3500.0,Imported,Imported,Minivan,LE 7 Passenger Mobility,Front Wheel,7.0,6.0,270.0,
umNyVIFXedXMF25xtDI3kCEI,3016000,Petrol,Automatic,Lexus,ES,2006,White,Nigerian Used,510440.0,3300.0,Registered,Registered,,330,,,,,Lagos
kSVGq6E4UqCNuiATtX9v2mg3,6825000,Hybrid,CVT,Toyota,Highlander,2008,Blue,Foreign Used,113950.0,3500.0,Imported,Imported,SUV,,,,,,
xxDdVW66ZmWIImkTKI2jDtgP,3675000,Petrol,Automatic,Toyota,Corolla,2008,Blue,Foreign Used,158114.0,1800.0,Imported,Imported,,,,,,,
BCYiPNAfvGss8L07hvkt965Y,10500000,Petrol,Automatic,Land Rover,Range Rover,2018,Black,Nigerian Used,23208.0,4200.0,Registered,Brand new,SUV,,,,,,ABUJA
g6rvrQQvpByyVeK6xbj03PqH,4305000,Petrol,Manual,Toyota,Corolla,2010,Black,Foreign Used,222990.0,1800.0,Imported,Imported,,,,,,,
3BkqQk2dnw5CmnjJrL4xb51E,4160000,Petrol,Automatic,Mercedes-Benz,C300,2008,Black,Nigerian Used,107537.0,3500.0,Registered,Imported,,,,,,,
kOecbYmbKhbz9HsTK5mjN517,8840000,Petrol,Automatic,Ford,Explorer,2012,White,Foreign Used,94805.0,3500.0,Imported,Imported,SUV,,,,,,
yRwvj1vb8g0NG3iZnICMD5xx,9360000,Petrol,Automatic,Toyota,Land Cruiser,2000,Black,Nigerian Used,159274.0,4700.0,Registered,Registered,SUV,,,,,,
cloP2iC7qo8vETcv8Ghkn1wd,7035000,Petrol,Automatic,Hyundai,Sonata,2016,Blue,Foreign Used,221776.0,2400.0,Imported,Imported,,,,,,,
mSTkadZPMhhRhQ8c2aPxWbXG,6300000,Petrol,Automatic,Mercedes-Benz,R-Class,2012,Silver,Nigerian Used,172859.0,3500.0,Registered,Imported,SUV,,,,,,
3C53fDF7ptJnDRPYtu2WntAI,6760000,Petrol,Automatic,Toyota,Highlander,2008,Silver,Nigerian Used,201988.0,3500.0,Registered,Registered,SUV,,,,,,Abuja
rP91FSRQq7h4Sv9U39qjKnIh,11550000,Petrol,Automatic,Mercedes-Benz,M Class,2012,Black,Foreign Used,106606.0,3500.0,Imported,Imported,SUV,,,,,,
pXcK9kgSgBPIKidfdZULoiwk,3744000,Petrol,Automatic,Toyota,Corolla,2010,Red,Nigerian Used,75742.0,1800.0,Registered,Registered,,,,,,,Lagos
mt33S8sDp11fXl9LJIvAnXbS,33600000,Petrol,Automatic,Land Rover,Discovery,2017,Black,Foreign Used,56997.0,3000.0,Imported,Imported,SUV,,,,,,
tJxRlE8uypUTpmlc8xJGCaEE,6825000,Petrol,Automatic,Toyota,Camry,2015,Silver,Foreign Used,222404.0,2500.0,Imported,Imported,,,,,,,
oPLwOmKomv2ew3iWJBXlnb94,3150000,Petrol,Automatic,Lexus,GS,2008,Black,Nigerian Used,130777.0,3500.0,Registered,Registered,,,,,,,Lagos
A3DHDFi5e5edtKJXvPbiww2M,3952000,Petrol,Automatic,Toyota,Corolla,2010,Blue,Nigerian Used,87067.0,1800.0,Registered,Registered,,,,,,,
dlRnaiwB1FIvVnJk4WUopkYq,2625000,Petrol,Automatic,Toyota,Camry,2008,Gray,Nigerian Used,167213.0,3500.0,Registered,Registered,,,,,,,Lagos
hURDjpyj6fcPYwN4XgRvLZZ4,3885000,Petrol,Automatic,Toyota,Corolla Altis,2005,Silver,Foreign Used,252371.0,1800.0,Imported,Imported,,,,,,,
8owwN6W23gT59p1dtZvQaHZx,4680000,Petrol,Automatic,Toyota,Camry,2010,Gold,Foreign Used,125968.0,2500.0,Imported,Imported,,,,,,,
Cf04xoB34Qv15PkGAT3aHgXF,3885000,Petrol,Automatic,Dodge,Dakota,2006,White,Foreign Used,400101.0,3700.0,Imported,Imported,,,,,,,
ba6LHTUa8dpQPj9trPSZdwvl,3952000,Petrol,Automatic,Toyota,Corolla,2013,Blue,Nigerian Used,112693.0,1800.0,Registered,Registered,Sedan,S 4dr Sedan (1.8L 4cyl 4A),Front,5.0,4.0,132.0,
mFpmruVQoh6FprRNbeQ53EzE,3432000,Hybrid,Automatic,Toyota,Highlander,2006,Gold,Nigerian Used,207678.0,3300.0,Registered,Registered,SUV,,,,,,
nFd8QriL6fu7YurtSL7rOO27,16800000,Petrol,Automatic,Land Rover,Range Rover Evoque,2017,Black,Nigerian Used,58382.0,2000.0,Registered,Imported,SUV,,,,,,
8E5DBT0IIKho8Geixaace9Ee,4056000,Petrol,Automatic,Toyota,Camry,2009,Silver,Foreign Used,260464.0,2400.0,Imported,Imported,Sedan,LE 4dr Sedan (2.4L 4cyl 5A),Front,5.0,4.0,158.0,
7raJYVFVwk0EbbLgVlsuhyvn,8925000,Petrol,Automatic,Dodge,Journey,2015,Black,Foreign Used,201231.0,3500.0,Imported,Imported,SUV,Limited 4dr SUV (3.6L 6cyl 6A),Front Wheel,,6.0,283.0,
fE8xgFfVTWWXTQXuR1yLec1V,5200000,Petrol,Automatic,Toyota,Camry,2011,Gray,Foreign Used,171598.0,2400.0,Imported,Imported,,,,,,,
dlRnaiwB1FIvVnJk4WUopkYq,2625000,Petrol,Automatic,Toyota,Camry,2008,Gray,Nigerian Used,167213.0,3500.0,Registered,Registered,,,,,,,Lagos
Bp1j5AhObhpChHE6iLUEsVsn,6300000,Petrol,Automatic,Land Rover,Range Rover,2010,Black,Nigerian Used,55856.0,5000.0,Registered,Imported,SUV,,,,,,
zsafUskmev4oUnoOdiJvgqzC,4680000,Petrol,Automatic,Lexus,IS,2006,Black,Nigerian Used,252189.0,3500.0,Registered,Registered,,,,,,,Lagos
7B1mTWZcnVyBbgyInnSm3UB,3675000,Petrol,Automatic,Mercedes-Benz,C300,2011,Blue,Nigerian Used,116742.0,3500.0,Registered,Imported,,,,,,,
yRwvj1vb8g0NG3iZnICMD5xx,9360000,Petrol,Automatic,Toyota,Land Cruiser,2000,Black,Nigerian Used,159274.0,4700.0,Registered,Registered,SUV,,,,,,
ba6LHTUa8dpQPj9trPSZdwvl,3952000,Petrol,Automatic,Toyota,Corolla,2013,Blue,Nigerian Used,112693.0,1800.0,Registered,Registered,Sedan,S 4dr Sedan (1.8L 4cyl 4A),Front,5.0,4.0,132.0,
u3lbWnjVuU0TZtnW4EpmdyXY,3150000,Petrol,Automatic,Toyota,RAV4,2007,Blue,Nigerian Used,157780.0,2400.0,Registered,Imported,SUV,,,,,,Lagos State
hURDjpyj6fcPYwN4XgRvLZZ4,3885000,Petrol,Automatic,Toyota,Corolla Altis,2005,Silver,Foreign Used,252371.0,1800.0,Imported,Imported,,,,,,,
mSTkadZPMhhRhQ8c2aPxWbXG,6300000,Petrol,Automatic,Mercedes-Benz,R-Class,2012,Silver,Nigerian Used,172859.0,3500.0,Registered,Imported,SUV,,,,,,
u4byJwmoPBwdMTXrsVCkTl3d,3990000,Petrol,Automatic,Mercedes-Benz,E550,2010,Gray,Nigerian Used,163267.0,5500.0,Registered,Imported,,,,,,,Lagos
83arzvpKjUeXbk4aYIDmo5dE,6240000,Petrol,Automatic,Ford,Explorer,2011,Gray,Nigerian Used,333711.0,3500.0,Registered,Imported,SUV,Base 4dr 4x4 (3.5L 6cyl 6A),4x4,,6.0,290.0,Lagos
5ong1dKpxhAjK4dkaQUFjUUl,3640000,Petrol,Automatic,Toyota,Camry,2009,White,Nigerian Used,265029.0,3500.0,Registered,Registered,,,,,,,Abuja
ttsOIkEXKPdmdi6HwHAfTl8h,3640000,Petrol,Automatic,Toyota,Camry,2009,Black,Nigerian Used,134109.0,3500.0,Registered,Registered,,,,,,,Plateau
zMWLoUycQVvB67vhThTm6oYf,3224000,Petrol,Automatic,Toyota,Camry,2007,Red,Nigerian Used,188413.0,2400.0,Registered,Imported,,,,,,,LAGOS
adilABD5ThqbF9tbGqW8KnXF,3885000,Petrol,Automatic,Toyota,Camry,2008,Black,Foreign Used,203579.0,2400.0,Imported,Imported,,,,,,,
7BOdZokCoacOk3sOfokZv4Qx,11025000,Petrol,Automatic,Toyota,Fortuner,2013,Gold,Nigerian Used,100036.0,2700.0,Registered,Registered,SUV,,,,,,
cXaP63HElLvC0ZvQQ1hNqUEX,7350000,Petrol,Automatic,Hyundai,Azera,2014,Black,Foreign Used,56425.0,3300.0,Imported,Imported,,,,,,,
pUfV5yg41TzGiFnF2LOQoXnA,3120000,Petrol,Automatic,Toyota,Corolla,2010,Black,Nigerian Used,106350.0,2500.0,Registered,Imported,,,,,,,Lagos
7B2nrtRI53JjdEjdszOXmviQ,5200000,Petrol,Automatic,Toyota,Highlander,2006,Black,Foreign Used,304319.0,3300.0,Imported,Imported,,,,,,,
BNvgg7FoXIDd6S5f3tMCcEhk,3952000,Petrol,Automatic,Acura,TL,2010,Brown,Nigerian Used,234765.0,3500.0,Registered,Imported,,,,,,,LAGOS
fE8xgFfVTWWXTQXuR1yLec1V,5200000,Petrol,Automatic,Toyota,Camry,2011,Gray,Foreign Used,171598.0,2400.0,Imported,Imported,,,,,,,
xDyQSeydB5fqvKhvGMOPYELB,3360000,Petrol,Automatic,Mercedes-Benz,R-Class,2008,Black,Nigerian Used,219750.0,3500.0,Registered,Imported,SUV,,,,,,LAGOS
g0EsP4w34s3AOeH9yWuYpIQi,7280000,Petrol,Automatic,Toyota,Venza,2010,Gray,Nigerian Used,143225.0,2700.0,Registered,Imported,SUV,,,,,,LAGOS
pi2PEM29eGKyRIlBPrlOMHDC,6240000,Petrol,Automatic,Toyota,Venza,2012,Gray,Nigerian Used,102010.0,3500.0,Registered,Imported,SUV,,,,,,Lagos
a47tbi8SZkxWLmVyVMB4Isfk,3120000,Petrol,Automatic,Toyota,Corolla,2008,Black,Nigerian Used,149671.0,1800.0,Registered,Imported,Sedan,1.8,Front,5.0,4.0,,Lagos
uaWkb8E5TqIIpe2ZsodolBU4,7350000,Petrol,Automatic,Toyota,Tundra,2007,Black,Nigerian Used,114995.0,5700.0,Registered,Imported,Pickup,Limited Crew Max 4x4,All Wheel,5.0,8.0,275.0,
oHpbBjgKSkKJ5nexmpX6SwbW,12480000,Petrol,Automatic,Mercedes-Benz,GL-Class,2013,Black,Nigerian Used,60665.0,4700.0,Registered,Registered,,,,,,,ABUJA
FRyUwoetcEadWAO0rlWzu6R,5200000,Petrol,Automatic,Toyota,Corolla,2013,Silver,Nigerian Used,65736.0,1800.0,Registered,Registered,,,,,,,
oCwRkPwBxHHv3jeG1nLFqu5p,10400000,Petrol,Automatic,Toyota,Tundra,2008,Gray,Nigerian Used,51535.0,5700.0,Registered,Imported,Truck,,,,,,ASABA
6opYg7s6BJMsjYfdqBLE3Wr8,16275000,Petrol,Automatic,Infiniti,QX60,2015,Black,Foreign Used,89332.0,3500.0,Imported,Imported,SUV,,,,,,
5XWJfMorjmlK62gDRfWgcVmh,5932000,Electric,Automatic,Toyota,Corolla,2016,Silver,Nigerian Used,58667.0,1800.0,Registered,Imported,,,,,,,
r0ZwCaDoEKI2j7cnEQdjb5rs,3675000,Petrol,Automatic,Lexus,IS,2010,Black,Nigerian Used,124390.0,2500.0,Registered,Imported,,,,,,,ABUJA
a47tbi8SZkxWLmVyVMB4Isfk,3120000,Petrol,Automatic,Toyota,Corolla,2008,Black,Nigerian Used,149671.0,1800.0,Registered,Imported,Sedan,1.8,Front,5.0,4.0,,Lagos
yBFumr4zQMeAoo9o8gA1AHFT,3120000,Petrol,Automatic,Toyota,Highlander,2006,Blue,Nigerian Used,169774.0,3500.0,Registered,Imported,SUV,,,,,,Lagos
8LceECrmZ1f2HQoUKVUDlRpN,10400000,Petrol,Manual,Toyota,Hilux,2014,White,Nigerian Used,229329.0,2700.0,Registered,Registered,,,,,,,ABUJA
7raJYVFVwk0EbbLgVlsuhyvn,8925000,Petrol,Automatic,Dodge,Journey,2015,Black,Foreign Used,201231.0,3500.0,Imported,Imported,SUV,Limited 4dr SUV (3.6L 6cyl 6A),Front Wheel,,6.0,283.0,
oPLwOmKomv2ew3iWJBXlnb94,3150000,Petrol,Automatic,Lexus,GS,2008,Black,Nigerian Used,130777.0,3500.0,Registered,Registered,,,,,,,Lagos
mkBDUBTECn6x4SnqrYLSyuvA,4368000,Petrol,Automatic,Toyota,Camry,2007,Gold,Foreign Used,150381.0,2400.0,Imported,Imported,,,,,,,
jVuoGwGK5ZlHOFaRQq8F1Gxd,13650000,Petrol,Automatic,Mercedes-Benz,GLA 250,2015,Red,Foreign Used,47864.0,2000.0,Imported,Imported,Hatchback,,,,,,
xDyQSeydB5fqvKhvGMOPYELB,3360000,Petrol,Automatic,Mercedes-Benz,R-Class,2008,Black,Nigerian Used,219750.0,3500.0,Registered,Imported,SUV,,,,,,LAGOS
coeC54LxrhIuxlNBgi7xUIOh,2912000,Petrol,Automatic,Pontiac,Vibe,2006,Red,Nigerian Used,286972.0,1800.0,Registered,Registered,Hatchback,GT,Front Wheel,5.0,4.0,166.0,FCT
hVfi2hWUKmBBZvoIw5DxTNJb,3968000,Petrol,Automatic,Toyota,Camry,2009,Gray,Foreign Used,185458.0,2400.0,Imported,Imported,Sedan,LE 4dr Sedan (2.4L 4cyl 5A),Front,5.0,4.0,158.0,
znNu33lvX6YYaK1ZdKoy6AVn,3432000,Petrol,Automatic,Toyota,Camry,2009,Black,Nigerian Used,143239.0,2500.0,Registered,Registered,,,,,,,Abuja
CohnOCliFn57HOGX7KsNwZtW,6760000,Petrol,Automatic,Mercedes-Benz,C300,2011,Gray,Foreign Used,118154.0,3000.0,Imported,Imported,,,,,,,
m61yB8vCSvylnKwiZO7Afemg,3224000,Petrol,Automatic,Toyota,Corolla,2009,Black,Nigerian Used,198153.0,2000.0,Registered,Imported,,,,,,,
pPzs4y2lQbb4DnrPiI2uCYNg,5200000,Petrol,Automatic,Lexus,GX,2007,Black,Nigerian Used,136944.0,4700.0,Registered,Registered,SUV,470,All Wheel,7.0,8.0,267.0,
pVNA5PVQkswJwwWrUpWLVCz3,6760000,Petrol,Automatic,Toyota,Venza,2011,Black,Nigerian Used,100116.0,2700.0,Registered,Registered,,,,,,,
BsaQ33I9xkLPw8mobHaFleCP,4680000,Petrol,Automatic,Hyundai,Elantra,2013,Black,Nigerian Used,99999.0,1600.0,Registered,Registered,,,,,,,NASSARAWA
oCwRkPwBxHHv3jeG1nLFqu5p,10400000,Petrol,Automatic,Toyota,Tundra,2008,Gray,Nigerian Used,51535.0,5700.0,Registered,Imported,Truck,,,,,,ASABA
wdcBiYBNxQLw4JBwAl1Lglkb,7280000,Petrol,Automatic,Toyota,Camry,2012,Silver,Foreign Used,86603.0,2500.0,Imported,Imported,,,,,,,
6d5smQ71Ex0Zwy3FZjiG19KU,4935000,Petrol,Automatic,Toyota,Camry,2016,Black,Nigerian Used,163998.0,2500.0,Registered,Registered,Sedan,SE 4dr Sedan (2.5L 4cyl 6A),Front,5.0,4.0,178.0,LAGOS
BNvgg7FoXIDd6S5f3tMCcEhk,3952000,Petrol,Automatic,Acura,TL,2010,Brown,Nigerian Used,234765.0,3500.0,Registered,Imported,,,,,,,LAGOS
zU2r5HprpdiQ1ZiFKBNCsXuv,5250000,Petrol,Automatic,Ford,F-150,2007,Black,Foreign Used,220564.0,5800.0,Imported,Imported,,,,,,,
uQs4DsPEpzehmyFgDlqVYylH,14560000,Petrol,Automatic,Mercedes-Benz,M Class,2015,White,Nigerian Used,218502.0,350000.0,Registered,Registered,SUV,,,,,,Abuja
w5akMNWBoAx8haQwBH3GqK4i,5512000,Petrol,Automatic,Toyota,Corolla,2013,Silver,Nigerian Used,150495.0,1800.0,Registered,Brand new,,,,,,,
iqjXTjvEMZbAaeHaQsrbWXzN,3432000,Petrol,Automatic,Toyota,Camry,2008,Black,Nigerian Used,169617.0,2400.0,Registered,Registered,,,,,,,Lagos
eK0ciI4SJY4w7gHj3NWigZH5,4680000,Petrol,Automatic,Toyota,Camry,2010,Blue,Foreign Used,169873.0,2500.0,Imported,Imported,,,,,,,
wROydS6KJbpfzuUuPNP18t8o,3120000,Petrol,Automatic,Toyota,Camry,2007,Gray,Nigerian Used,198522.0,2400.0,Registered,Registered,,,,,,,LAGOS
aig6PJbqKz6qOd7eMI8zQv4B,6448000,Petrol,Automatic,Toyota,4-Runner,2007,Black,Nigerian Used,10024.0,4000.0,Registered,Registered,SUV,,,,,,LAGOS
vfE7XAnbiGXqASqyKcZV8qH,3120000,Petrol,Automatic,Lexus,ES,2002,Gold,Nigerian Used,168217.0,3000.0,Registered,Imported,Sedan,300,Front,5.0,6.0,,
a07PPWRzgyre6eD655Wk9CTr,3744000,Petrol,Automatic,Toyota,RAV4,2008,Gray,Nigerian Used,99024.0,2400.0,Registered,Imported,SUV,,,,,,LAGOS
adilABD5ThqbF9tbGqW8KnXF,3885000,Petrol,Automatic,Toyota,Camry,2008,Black,Foreign Used,203579.0,2400.0,Imported,Imported,,,,,,,
zPrXnAsv3N9WOUnW1xoFtGmn,4830000,Petrol,Automatic,Lexus,GS,2008,Black,Foreign Used,149808.0,3400.0,Imported,Imported,,,,,,,
hje5ol5Fe1IpRMMCiTp4Gt5C,6760000,Petrol,Automatic,Toyota,Camry,2015,Black,Nigerian Used,182585.0,1800.0,Registered,Registered,,,,,,,ABUJA
q8qmxje6p5OclmrgrvgoXkLa,6825000,Petrol,Automatic,Lexus,LX,2009,Black,Foreign Used,113334.0,4600.0,Imported,Imported,,,,,,,
iKMwG0NAqasvau3n5WrdnnMn,5775000,Petrol,Automatic,Dodge,Caravan,2011,Black,Foreign Used,135557.0,3600.0,Imported,Imported,SUV,,,,,,
mB0wFIiYx7Ljc2Hb73mAAvKd,4935000,Petrol,Automatic,Toyota,Corolla,2014,Silver,Nigerian Used,83532.0,1800.0,Registered,Imported,,,,,,,LAGOS
fQW0l7ow2iUzKX5xfATsoYM8,14560000,Petrol,Automatic,Mercedes-Benz,M Class,2013,White,Nigerian Used,224238.0,3500.0,Registered,Imported,SUV,,,,,,LAGOS
sptdTt72Q169hUZQj5CJ8Kp0,6825000,Petrol,Automatic,Cadillac,SRX,2010,Black,Nigerian Used,287358.0,3000.0,Registered,Registered,SUV,,,,,,LAGOS
3PP4B7NW8oaR3G56ZIavZd4s,3675000,Hybrid,CVT,Lexus,RX,2007,Green,Nigerian Used,324544.0,3300.0,Registered,Imported,SUV,400h,Front Wheel,5.0,6.0,272.0,Lagos
u5T7NApkApoCjQQJvDXLJfIZ,6864000,Petrol,Automatic,Toyota,RAV4,2011,Black,Foreign Used,113458.0,2500.0,Imported,Imported,SUV,2.5 Sport 4x4,All Wheel,5.0,4.0,,
1D2gDQ1r32yTtVBzSm0plG0G,4888000,Petrol,Automatic,Toyota,Corolla,2010,Black,Foreign Used,193453.0,1800.0,Imported,Imported,,S 4dr Sedan (1.8L 4cyl 4A),Front,5.0,4.0,132.0,
MQ9bsXfeyT8HXKarDkEMFWo,3750000,Petrol,Automatic,Hyundai,Santa Fe,2012,Black,Nigerian Used,126775.0,2400.0,Registered,Registered,SUV,,,,,,LAGOS
6h9ZSOuryPLBR2zsIgaBBSMJ,3224000,Petrol,Automatic,Toyota,Camry,2011,Gray,Nigerian Used,369053.0,2500.0,Registered,Imported,Sedan,LE 4dr Sedan (2.5L 4cyl 6A),Front,5.0,4.0,169.0,LAGOS
